1,,,AFFONSO SALATI FILHO                                                            ,PTC                 ,REGISTRO NEGADO ANTES DA ELEIÇÃO                  ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,AGENOR HERMOGENES JULIO                                                         ,PSDC                ,REGISTRO NEGADO ANTES DA ELEIÇÃO                  ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,AGNALDO SAMPAIO                                                                 ,PTC                 ,REGISTRO NEGADO ANTES DA ELEIÇÃO                  ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,AGRIPINO BARBOSA MACEDO                                                         ,PDT                 ,SUPLENTE                                          ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,AGUINALDO TIMOTEO PEREIRA                                                       ,PR                  ,SUPLENTE                                          ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,AGUINALDO TRIUMPHO AVELLAR                                                      ,PMDB                ,SUPLENTE                                          ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,AIRTON GARCIA FERREIRA                                                          ,DEM                 ,REGISTRO NEGADO ANTES DA ,,
,Sexta-feira 13 Abril 2012,,,,,Page 2 of, 103
num_turno,,,nome_candidato,sigla_partido,descricao_sit_tot_turno,,
,,descricao_cargo,,,,,
,,,,,ELEIÇÃO                  ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,AJURICABA DE SOUZA MENEZES                                                      ,PMDB                ,SUPLENTE                                          ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,AKIKO AKIYAMA                                                                   ,PSOL                ,SUPLENTE                                          ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ALBERTO GOMES BARBOSA                                                           ,PTB                 ,SUPLENTE                                          ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ALBERTO PEREIRA MOURAO                                                          ,PSDB                ,SUPLENTE                                          ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ALBERTO REGA                                                                    ,PMDB                ,SUPLENTE                                          ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ALBINO MATOS GOMES                                                              ,PT do B             ,SUPLENTE                                          ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ALCIDES BELUCI NETO                                                             ,PP                  ,SUPLENTE                                          ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ALCIDES MONTANHER FILHO                                                         ,PMDB                ,SUPLENTE                                          ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ALCIDES RODRIGUES CINTRA                                                        ,PMN                 ,NÃO ELEITO                                        ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ALDA CELINA FRANCO                                                              ,PSOL                ,REGISTRO NEGADO ANTES DA ELEIÇÃO                  ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ALDEMIRA DA CRUZ PINTO                                                          ,PRTB                ,REGISTRO NEGADO ANTES DA ELEIÇÃO                  ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ALDINEA RODRIGUES FIDELIX DA CRUZ                                               ,PRTB                ,NÃO ELEITO                                        ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ALDOMIRO FERNANDES                                                              ,PSC                 ,SUPLENTE                                          ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ALEKSANDAR CARLOS MANDIC                                                        ,DEM                 ,SUPLENTE                                          ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ALESSANDER BARREIRA VIGNA                                                       ,PRB                 ,SUPLENTE                                          ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ALEXANDRE COSTA                                                                 ,PTB                 ,SUPLENTE                                          ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ALEXANDRE DE ALMEIDA YOUSSEF                                                    ,PV                  ,SUPLENTE                                          ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ALEXANDRE LEITE DA SILVA                                                        ,DEM                 ,MÉDIA                                             ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ALEXANDRE MARCIO DE FREITAS                                                     ,PTC                 ,NÃO ELEITO                                        ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ALEXANDRE NELSON TULLII                                                         ,PSOL                ,REGISTRO NEGADO ANTES DA ELEIÇÃO                  ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ALEXANDRE SADALA DOS SANTOS                                                     ,PTC                 ,NÃO ELEITO                                        ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ALEXANDRE SARTORATO                                                             ,PHS                 ,SUPLENTE                                          ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ALEXANDRE SÉRGIO DE OLIVEIRA AZOUBEL                                            ,PSB                 ,SUPLENTE                                          ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ALFREDO ANTONIO DA SILVA NETO                                                   ,PTC                 ,NÃO ELEITO                                        ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ALINE LEMOS CORREA DE OLIVEIRA ANDRADE                                          ,PP                  ,ELEITO                                            ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ALMIR SANTOS                                                                    ,PV                  ,SUPLENTE                                          ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ALMÉRIO AGUIAR MELO FILHO                                                       ,PMDB                ,SUPLENTE                                          ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ALTAIR BARBOSA GOUVEIA                                                          ,PV                  ,SUPLENTE                                          ,,
,Sexta-feira 13 Abril 2012,,,,,Page 3 of, 103
num_turno,,,nome_candidato,sigla_partido,descricao_sit_tot_turno,,
,,descricao_cargo,,,,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ALVARO BONFA JUNIOR                                                             ,PMDB                ,SUPLENTE                                          ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ALVARO JOSÉ MAZIEIRO                                                            ,PTC                 ,NÃO ELEITO                                        ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,AMAURI MARCELO BARBOZA                                                          ,PSDC                ,NÃO ELEITO                                        ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,AMAURY ALBANO DA SILVA                                                          ,PSB                 ,REGISTRO NEGADO ANTES DA ELEIÇÃO                  ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,AMAURY CAMARGO MONACO                                                           ,PV                  ,SUPLENTE                                          ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,AMILCAR PEZZOLO                                                                 ,PHS                 ,REGISTRO NEGADO ANTES DA ELEIÇÃO                  ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,AMIRAH SABA                                                                     ,PTB                 ,SUPLENTE                                          ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ANA CECILIA CATTAN                                                              ,PMN                 ,NÃO ELEITO                                        ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ANA CRISTINA FERNANDES GIAMPIETRO                                               ,PMDB                ,SUPLENTE                                          ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ANA LUCIA CAMPOS                                                                ,PCB                 ,REGISTRO NEGADO ANTES DA ELEIÇÃO                  ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ANA MARIA RODRIGUES DE OLIVEIRA                                                 ,PV                  ,SUPLENTE                                          ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ANA MARIA SUEIRO CABO                                                           ,PTC                 ,NÃO ELEITO                                        ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ANA PAULA GUIMARAES DE AZEVEDO JUNQUEIRA                                        ,PV                  ,SUPLENTE                                          ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ANA PAULA MACHADO DE CASTRO                                                     ,PSC                 ,SUPLENTE                                          ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ANAMARIA YAECO HIRAKAWA                                                         ,PHS                 ,SUPLENTE                                          ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ANANIAS RODRIGUES DA SILVA                                                      ,PTB                 ,SUPLENTE                                          ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ANDERSON APARECIDO MENDONCA                                                     ,PV                  ,SUPLENTE                                          ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ANDERSON RICARDO VALENTE                                                        ,PTC                 ,NÃO ELEITO                                        ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ANDRE FELIPPE FALBO FERREIRA                                                    ,PV                  ,SUPLENTE                                          ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ANDRE LUIS ROCHA                                                                ,PTB                 ,SUPLENTE                                          ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ANDRE LUIZ DA CRUZ                                                              ,PRP                 ,NÃO ELEITO                                        ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ANDRE LUIZ DE JESUS PEREIRA                                                     ,PSOL                ,REGISTRO NEGADO ANTES DA ELEIÇÃO                  ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ANDRE MARTINS MACHADO                                                           ,PV                  ,SUPLENTE                                          ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ANDRE MORALE                                                                    ,PSOL                ,SUPLENTE                                          ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ANDRE SACCO JUNIOR                                                              ,PSDB                ,SUPLENTE                                          ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ANDRÉ LUIS DE MORAES                                                            ,PTN                 ,NÃO ELEITO                                        ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ANDRÉA ALVES DE SOUSA TONON                                                     ,PTN                 ,NÃO ELEITO                                        ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ANDRÉIA MARQUES DUARTE                                                          ,PSOL                ,REGISTRO NEGADO ANTES DA ELEIÇÃO                  ,,
,Sexta-feira 13 Abril 2012,,,,,Page 4 of, 103
num_turno,,,nome_candidato,sigla_partido,descricao_sit_tot_turno,,
,,descricao_cargo,,,,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ANGELA DE ANDRADE TEIXEIRA                                                      ,PTC                 ,NÃO ELEITO                                        ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ANGELO COIADO REBERTE                                                           ,PSDC                ,NÃO ELEITO                                        ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ANGELO DOMINGOS NUCCI                                                           ,PV                  ,SUPLENTE                                          ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ANGELO MARINHO DE ALMEIDA                                                       ,PP                  ,SUPLENTE                                          ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ANGELO RAFAEL BARRETO                                                           ,PT                  ,SUPLENTE                                          ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ANGELO ROBERTO RESTIO                                                           ,PMDB                ,SUPLENTE                                          ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ANIVALDO LAURINDO FERREIRA                                                      ,PSOL                ,SUPLENTE                                          ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ANIZIO BATISTA DE OLIVEIRA                                                      ,PSOL                ,SUPLENTE                                          ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ANSELMO NEVES MAIA                                                              ,PTN                 ,REGISTRO NEGADO ANTES DA ELEIÇÃO                  ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ANSELMO PIRES DA SILVA NETO                                                     ,PSOL                ,REGISTRO NEGADO ANTES DA ELEIÇÃO                  ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ANTENOR DOS SANTOS TOKO                                                         ,PPS                 ,SUPLENTE                                          ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ANTONIO ADOLPHO LOBBE NETO                                                      ,PSDB                ,SUPLENTE                                          ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ANTONIO ALCEU BEZÃO                                                             ,PC do B             ,SUPLENTE                                          ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ANTONIO APARECIDO BATISTA                                                       ,PTC                 ,NÃO ELEITO                                        ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ANTONIO APARECIDO RODRIGUES DA SILVA                                            ,PSL                 ,REGISTRO NEGADO ANTES DA ELEIÇÃO                  ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ANTONIO APARECIDO TONIOLO                                                       ,PRP                 ,NÃO ELEITO                                        ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ANTONIO BINDI                                                                   ,PTC                 ,NÃO ELEITO                                        ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ANTONIO BRAZ FERNANDO                                                           ,DEM                 ,REGISTRO NEGADO ANTES DA ELEIÇÃO                  ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ANTONIO BRESSAN FILHO                                                           ,PTB                 ,SUPLENTE                                          ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ANTONIO CARLOS ALVES                                                            ,PRP                 ,REGISTRO NEGADO ANTES DA ELEIÇÃO                  ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ANTONIO CARLOS ALVES DA SILVA                                                   ,PV                  ,SUPLENTE                                          ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ANTONIO CARLOS BARBOSA                                                          ,PDT                 ,SUPLENTE                                          ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ANTONIO CARLOS DE MENDES THAME                                                  ,PSDB                ,ELEITO                                            ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ANTONIO CARLOS DOS REIS                                                         ,DEM                 ,SUPLENTE                                          ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ANTONIO CARLOS GARMS                                                            ,PSB                 ,SUPLENTE                                          ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ANTONIO CARLOS GOULART                                                          ,PTB                 ,SUPLENTE                                          ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ANTONIO CARLOS MARTINS DE BULHÕES                                               ,PRB                 ,ELEITO                                            ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ANTONIO CARLOS NUNES DE MATTOS                                                  ,PSC                 ,SUPLENTE                                          ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ANTONIO CARLOS PANNUNZIO                                                        ,PSDB                ,SUPLENTE                                          ,,
,Sexta-feira 13 Abril 2012,,,,,Page 5 of, 103
num_turno,,,nome_candidato,sigla_partido,descricao_sit_tot_turno,,
,,descricao_cargo,,,,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ANTONIO CARLOS ROCHA                                                            ,PSOL                ,SUPLENTE                                          ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ANTONIO CESAR CORTEZ                                                            ,PV                  ,SUPLENTE                                          ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ANTONIO CICERO DA SILVA                                                         ,PSC                 ,SUPLENTE                                          ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ANTONIO CLAUDIO MIGUEL                                                          ,PTN                 ,REGISTRO NEGADO ANTES DA ELEIÇÃO                  ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ANTONIO DA PENHA GOMES                                                          ,PTC                 ,NÃO ELEITO                                        ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ANTONIO DE PADUA PACHECO                                                        ,PPS                 ,SUPLENTE                                          ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ANTONIO DE SOUSA VERAS                                                          ,PTC                 ,NÃO ELEITO                                        ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ANTONIO DEL VAGE JUNIOR                                                         ,PSC                 ,SUPLENTE                                          ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ANTONIO DONIZETE FERREIRA                                                       ,PSTU                ,NÃO ELEITO                                        ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ANTONIO DONIZETE MERCURIO                                                       ,PMN                 ,NÃO ELEITO                                        ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ANTONIO DUARTE NOGUEIRA JUNIOR                                                  ,PSDB                ,ELEITO                                            ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ANTONIO FLAVIO DE FAZIO                                                         ,PMN                 ,NÃO ELEITO                                        ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ANTONIO FRANCISCO DOS SANTOS                                                    ,PMN                 ,NÃO ELEITO                                        ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ANTONIO GOMES DOS REIS                                                          ,PRTB                ,NÃO ELEITO                                        ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ANTONIO GOTARDI BUSSOLETTI                                                      ,PSB                 ,SUPLENTE                                          ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ANTONIO IVAN TEIXEIRA DA SILVA                                                  ,PTB                 ,REGISTRO NEGADO ANTES DA ELEIÇÃO                  ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ANTONIO MARTINS DA COSTA                                                        ,PMDB                ,SUPLENTE                                          ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ANTONIO MARTINS DE SOUZA                                                        ,PTC                 ,REGISTRO NEGADO ANTES DA ELEIÇÃO                  ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ANTONIO RODRIGUES SANDOVAL                                                      ,PSC                 ,SUPLENTE                                          ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ANTONIO SAMPAIO TEIXEIRA                                                        ,DEM                 ,SUPLENTE                                          ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ANTONIO SEVERINO RODRIGUES DA SILVA                                             ,PMN                 ,NÃO ELEITO                                        ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ANTONIO SÉRGIO PITTON                                                           ,PSB                 ,SUPLENTE                                          ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ANTONIO VITÓRIO DA SILVA                                                        ,PRP                 ,NÃO ELEITO                                        ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ANTONISIO LULU                                                                  ,PHS                 ,SUPLENTE                                          ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,APARECIDO BARBOSA LIMA                                                          ,PSB                 ,SUPLENTE                                          ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,APARECIDO DONIZETE DA SILVA                                                     ,PSOL                ,REGISTRO NEGADO ANTES DA ELEIÇÃO                  ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,APARECIDO DONIZETI PEREIRA                                                      ,PV                  ,SUPLENTE                                          ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,APARECIDO LOURENÇO                                                              ,PSB                 ,SUPLENTE                                          ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,APOSTOLOS CHRISTOS GEORGOPOULOS                                                 ,PSDC                ,NÃO ELEITO                                        ,,
,Sexta-feira 13 Abril 2012,,,,,Page 6 of, 103
num_turno,,,nome_candidato,sigla_partido,descricao_sit_tot_turno,,
,,descricao_cargo,,,,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ARAMI PINCERNO                                                                  ,PHS                 ,REGISTRO NEGADO ANTES DA ELEIÇÃO                  ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ARCELINO ARAUJO RIBEIRO                                                         ,PT                  ,SUPLENTE                                          ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ARI FRIEDENBACH                                                                 ,PPS                 ,SUPLENTE                                          ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ARIADNE LIBERATO ROSA DE OLIVEIRA                                               ,PSOL                ,SUPLENTE                                          ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ARLETE LUNGOV                                                                   ,PTC                 ,NÃO ELEITO                                        ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ARLINDO CHIGNALIA JUNIOR                                                        ,PT                  ,ELEITO                                            ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ARLINDO MUNUERA JUNIOR                                                          ,PRP                 ,REGISTRO NEGADO ANTES DA ELEIÇÃO                  ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ARMANDO HENRIQUE                                                                ,PDT                 ,SUPLENTE                                          ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ARMINDO ALBINO MUNHOZ                                                           ,PRP                 ,NÃO ELEITO                                        ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ARNALDO CALIL PEREIRA JARDIM                                                    ,PPS                 ,ELEITO                                            ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
1,,,ARNALDO CORREA NETO                                                             ,PTB                 ,SUPLENTE                                          ,,
,,DEPUTADO FEDERAL                                                                ,,,,,
